order_id,customer_id,order_date,order_status,payment_method,sales_channel,gross_amount,discount_amount,shipping_fee,final_amount,delivered_date
O00281,C0484,11-11-2024,In Transit,UPI,Website,979.65,67.35,0,979.65,
O00282,C0339,16-06-2025,Delivered,Net Banking,Mobile App,2076.5,219.5,0,2076.5,23-06-2025
O00283,C0317,29-10-2025,Delivered,Net Banking,Mobile App,1238.25,159.75,0,1238.25,03-11-2025
O00284,C0110,05-04-2024,Delivered,UPI,Mobile App,569.05,29.95,49,618.05,11-04-2024
O00285,C0057,02-03-2024,Delivered,Credit Card,Website,780.55,17.45,0,780.55,08-03-2024
O00286,C0366,04-10-2025,Cancelled,UPI,Website,878.05,19.95,0,0,
O00287,C0265,19-08-2025,Delivered,Credit Card,Website,379.05,19.95,40,419.05,23-08-2025
O00288,C0302,26-07-2025,Delivered,UPI,Website,718.2,79.8,0,718.2,04-08-2025
O00289,C0074,22-10-2025,Delivered,Debit Card,Mobile App,594.15,104.85,59,653.15,26-10-2025
O00290,C0309,14-11-2024,Delivered,Credit Card,Website,349,0,40,389,17-11-2024
O00291,C0025,08-11-2024,Delivered,Net Banking,Website,1518.1,79.9,0,1518.1,13-11-2024
O00292,C0461,11-12-2024,Delivered,Debit Card,Mobile App,1067.2,79.8,0,1067.2,17-12-2024
O00293,C0210,31-01-2025,Delivered,Credit Card,Marketplace,1876.4,169.6,0,1876.4,05-02-2025
O00294,C0491,06-08-2025,Delivered,Credit Card,Website,1057.35,139.65,0,1057.35,11-08-2025
O00295,C0252,24-01-2024,Delivered,UPI,Website,1617.3,179.7,0,1617.3,28-01-2024
O00296,C0348,07-11-2024,Delivered,UPI,Website,379.05,19.95,40,419.05,09-11-2024
O00297,C0198,27-04-2024,Delivered,Credit Card,Website,898,0,0,898,02-05-2024
O00298,C0052,09-09-2024,Delivered,UPI,Mobile App,424.15,74.85,40,464.15,13-09-2024
O00299,C0401,08-09-2024,Delivered,COD,Website,663.1,34.9,40,703.1,10-09-2024
O00300,C0247,06-10-2024,Cancelled,UPI,Website,850.7,97.3,0,0,
O00301,C0203,30-10-2024,In Transit,Net Banking,Website,638.4,159.6,59,697.4,
O00302,C0134,25-12-2025,Delivered,COD,Website,424.15,74.85,59,483.15,02-01-2026
O00303,C0003,10-01-2024,Delivered,Net Banking,Mobile App,695.65,52.35,59,754.65,14-01-2024
O00304,C0199,30-06-2024,Delivered,COD,Website,594.15,104.85,49,643.15,05-07-2024
O00305,C0099,02-04-2024,Delivered,Net Banking,Website,2606.85,187.15,0,2606.85,05-04-2024
O00306,C0345,29-11-2025,Delivered,Credit Card,Mobile App,718.4,179.6,0,718.4,05-12-2025
O00307,C0273,21-09-2025,Delivered,Credit Card,Marketplace,2560.25,134.75,0,2560.25,26-09-2025
O00308,C0186,13-06-2025,Returned,UPI,Website,349,0,40,389,20-06-2025
O00309,C0470,12-09-2024,Delivered,UPI,Mobile App,339.15,59.85,49,388.15,19-09-2024
O00310,C0427,25-02-2024,Delivered,UPI,Website,1836.6,359.4,0,1836.6,29-02-2024
O00311,C0356,07-03-2024,Delivered,Net Banking,Website,1727.1,69.9,0,1727.1,12-03-2024
O00312,C0408,14-03-2025,Delivered,UPI,Marketplace,1148,0,0,1148,20-03-2025
O00313,C0182,07-03-2025,Delivered,UPI,Website,629.1,69.9,59,688.1,13-03-2025
O00314,C0309,17-12-2024,In Transit,Credit Card,Mobile App,1078.2,119.8,0,1078.2,
O00315,C0028,08-03-2025,In Transit,Debit Card,Website,551.65,97.35,49,600.65,
O00316,C0308,10-12-2025,Delivered,COD,Mobile App,551.65,97.35,40,591.65,14-12-2025
O00317,C0328,16-08-2024,Delivered,UPI,Website,1177.05,19.95,0,1177.05,18-08-2024
O00318,C0100,08-10-2025,Delivered,UPI,Website,1103.3,194.7,0,1103.3,12-10-2025
O00319,C0092,06-11-2024,Delivered,Debit Card,Website,1472.25,124.75,0,1472.25,14-11-2024
O00320,C0320,20-03-2025,Delivered,UPI,Marketplace,1623.75,122.25,0,1623.75,22-03-2025
O00321,C0097,02-07-2025,Delivered,UPI,Mobile App,629.1,69.9,49,678.1,05-07-2025
O00322,C0034,20-06-2024,Delivered,Debit Card,Website,331.55,17.45,59,390.55,24-06-2024
O00323,C0243,01-10-2024,Delivered,Net Banking,Mobile App,569.05,29.95,40,609.05,05-10-2024
O00324,C0293,09-06-2024,Delivered,Credit Card,Website,359.1,39.9,49,408.1,14-06-2024
O00325,C0189,24-05-2025,Delivered,UPI,Website,1137.35,159.65,0,1137.35,01-06-2025
O00326,C0103,07-12-2024,Delivered,UPI,Mobile App,1601.9,494.1,0,1601.9,14-12-2024
O00327,C0401,17-02-2025,Cancelled,Debit Card,Website,852.15,44.85,0,0,
O00328,C0120,12-06-2025,Delivered,Credit Card,Mobile App,1138.1,59.9,0,1138.1,20-06-2025
O00329,C0016,26-10-2024,Returned,UPI,Mobile App,1118.15,79.85,0,1118.15,30-10-2024
O00330,C0170,04-08-2025,Delivered,Credit Card,Mobile App,1956.3,139.7,0,1956.3,09-08-2025
O00331,C0096,25-01-2025,Delivered,UPI,Website,331.55,17.45,49,380.55,29-01-2025
O00332,C0067,03-07-2025,Delivered,UPI,Marketplace,679.15,119.85,59,738.15,07-07-2025
O00333,C0481,13-11-2024,Delivered,Debit Card,Website,616.55,32.45,40,656.55,18-11-2024
O00334,C0451,17-05-2025,Delivered,Debit Card,Website,1151.3,94.7,0,1151.3,23-05-2025
O00335,C0049,06-02-2025,Delivered,Net Banking,Website,1486.3,109.7,0,1486.3,10-02-2025
O00336,C0259,29-11-2024,Delivered,UPI,Website,404.1,44.9,49,453.1,05-12-2024
O00337,C0204,12-08-2024,Delivered,Debit Card,Website,299.25,99.75,40,339.25,16-08-2024
O00338,C0311,18-08-2024,Delivered,UPI,Mobile App,599,0,59,658,20-08-2024
O00339,C0111,28-03-2025,Cancelled,Net Banking,Mobile App,895.65,52.35,0,0,
O00340,C0393,25-07-2024,Delivered,UPI,Website,249,0,59,308,27-07-2024
O00341,C0050,22-10-2024,Delivered,UPI,Website,1183.25,164.75,0,1183.25,26-10-2024
O00342,C0200,05-08-2024,Delivered,Net Banking,Mobile App,569.05,29.95,59,628.05,09-08-2024
O00343,C0365,03-07-2025,Returned,Credit Card,Website,759.05,39.95,0,759.05,11-07-2025
O00344,C0453,05-12-2025,Cancelled,Credit Card,Website,735.8,112.2,0,0,
O00345,C0120,22-01-2024,Returned,UPI,Mobile App,995.6,52.4,0,995.6,24-01-2024
O00346,C0406,28-02-2025,Delivered,UPI,Mobile App,479.2,119.8,59,538.2,09-03-2025
O00347,C0357,15-08-2024,Delivered,UPI,Website,799,0,0,799,20-08-2024
O00348,C0304,16-07-2025,Returned,UPI,Website,1030.55,17.45,0,1030.55,20-07-2025
O00349,C0185,11-02-2025,Delivered,Credit Card,Mobile App,1168.2,129.8,0,1168.2,17-02-2025
O00350,C0305,17-10-2025,Delivered,Credit Card,Website,499,0,49,548,20-10-2025
O00351,C0003,14-01-2024,Delivered,UPI,Website,331.55,17.45,49,380.55,19-01-2024
O00352,C0210,09-02-2024,Delivered,COD,Website,738.15,59.85,0,738.15,13-02-2024
O00353,C0125,15-11-2024,Delivered,UPI,Mobile App,998,0,0,998,18-11-2024
O00354,C0340,20-08-2024,Delivered,UPI,Mobile App,3038.1,406.9,0,3038.1,28-08-2024
O00355,C0056,13-10-2025,Delivered,Net Banking,Website,349,0,40,389,19-10-2025
O00356,C0269,02-03-2025,Delivered,UPI,Website,2556.2,139.8,0,2556.2,04-03-2025
O00357,C0226,03-10-2025,Delivered,Debit Card,Website,699,0,0,699,06-10-2025
O00358,C0390,05-11-2024,Delivered,Debit Card,Website,314.1,34.9,49,363.1,13-11-2024
O00359,C0173,10-09-2025,Delivered,Net Banking,Marketplace,733.05,14.95,0,733.05,13-09-2025
O00360,C0014,14-08-2025,In Transit,Debit Card,Website,538.2,59.8,59,597.2,
O00361,C0097,04-01-2024,In Transit,Net Banking,Website,1043.1,54.9,0,1043.1,
O00362,C0228,27-08-2024,Delivered,Credit Card,Website,673.5,224.5,59,732.5,03-09-2024
O00363,C0151,13-09-2025,Delivered,Credit Card,Mobile App,1254.95,242.05,0,1254.95,16-09-2025
O00364,C0124,06-09-2024,Delivered,Debit Card,Website,239.2,59.8,49,288.2,12-09-2024
O00365,C0064,20-08-2025,Delivered,UPI,Mobile App,1214.8,132.2,0,1214.8,25-08-2025
O00366,C0414,26-08-2024,Delivered,UPI,Website,950.05,196.95,0,950.05,31-08-2024
O00367,C0434,01-02-2025,Delivered,UPI,Mobile App,875.65,72.35,0,875.65,04-02-2025
O00368,C0429,12-08-2024,Delivered,Credit Card,Website,1276.05,19.95,0,1276.05,21-08-2024
O00369,C0245,08-10-2025,Delivered,Debit Card,Website,2648.35,496.65,0,2648.35,13-10-2025
O00370,C0012,15-07-2025,Delivered,Credit Card,Website,569.05,29.95,40,609.05,21-07-2025
O00371,C0050,14-05-2024,Delivered,Net Banking,Website,2195.2,99.8,0,2195.2,19-05-2024
O00372,C0193,13-03-2025,Delivered,UPI,Website,404.1,44.9,49,453.1,18-03-2025
O00373,C0322,17-02-2025,Delivered,UPI,Website,835.75,162.25,0,835.75,21-02-2025
O00374,C0196,08-10-2024,Delivered,UPI,Website,853.1,44.9,0,853.1,13-10-2024
O00375,C0246,07-10-2024,Delivered,Credit Card,Website,2925.6,369.4,0,2925.6,12-10-2024
O00376,C0495,05-11-2025,Delivered,Credit Card,Website,399,0,40,439,10-11-2025
O00377,C0044,07-05-2024,Delivered,Credit Card,Website,1477.4,219.6,0,1477.4,12-05-2024
O00378,C0181,12-09-2025,Delivered,UPI,Mobile App,551.65,97.35,40,591.65,17-09-2025
O00379,C0217,17-03-2024,Delivered,Debit Card,Website,359.2,89.8,40,399.2,22-03-2024
O00380,C0099,16-01-2025,Delivered,Credit Card,Website,930.8,217.2,0,930.8,21-01-2025
O00381,C0209,08-03-2024,Delivered,COD,Mobile App,349,0,40,389,12-03-2024
O00382,C0302,14-11-2024,Cancelled,Credit Card,Mobile App,1925.6,269.4,0,0,
O00383,C0245,20-08-2024,Delivered,UPI,Website,296.65,52.35,49,345.65,26-08-2024
O00384,C0225,28-12-2024,Delivered,UPI,Website,2356.45,339.55,0,2356.45,03-01-2025
O00385,C0085,19-10-2025,Delivered,Credit Card,Mobile App,1969.95,374.05,0,1969.95,25-10-2025
O00386,C0384,19-12-2024,Delivered,COD,Mobile App,2542.15,301.85,0,2542.15,26-12-2024
O00387,C0488,22-02-2024,Delivered,UPI,Website,1307.2,89.8,0,1307.2,25-02-2024
O00388,C0479,19-04-2025,Cancelled,UPI,Website,664.05,34.95,0,0,
O00389,C0370,09-07-2024,Delivered,Credit Card,Website,479.2,119.8,40,519.2,12-07-2024
O00390,C0116,26-04-2025,Delivered,Credit Card,Website,1777.05,19.95,0,1777.05,30-04-2025
O00391,C0102,23-04-2024,Delivered,UPI,Mobile App,1838.95,207.05,0,1838.95,27-04-2024
O00392,C0452,13-02-2025,Returned,Net Banking,Website,699,0,0,699,18-02-2025
O00393,C0220,03-09-2025,Delivered,UPI,Website,1088.25,159.75,0,1088.25,12-09-2025
O00394,C0359,29-05-2025,Delivered,Net Banking,Mobile App,664.05,34.95,40,704.05,06-06-2025
O00395,C0195,21-02-2025,Delivered,COD,Website,599,0,40,639,24-02-2025
O00396,C0164,18-02-2024,Delivered,Debit Card,Website,664.05,34.95,49,713.05,26-02-2024
O00397,C0007,30-11-2025,Cancelled,UPI,Mobile App,379.05,19.95,0,0,
O00398,C0333,09-10-2024,Delivered,Net Banking,Website,1682.35,214.65,0,1682.35,17-10-2024
O00399,C0390,25-07-2024,Delivered,UPI,Website,1409.75,137.25,0,1409.75,30-07-2024
O00400,C0269,30-05-2025,Delivered,UPI,Marketplace,299.25,99.75,40,339.25,05-06-2025
O00401,C0197,29-07-2025,Delivered,UPI,Website,559.2,139.8,59,618.2,02-08-2025
O00402,C0269,22-09-2024,Delivered,Debit Card,Mobile App,549,0,40,589,30-09-2024
O00403,C0329,11-09-2024,Delivered,UPI,Mobile App,1197.4,99.6,0,1197.4,18-09-2024
O00404,C0422,30-12-2024,In Transit,UPI,Marketplace,211.65,37.35,40,251.65,
O00405,C0370,05-12-2025,Delivered,Net Banking,Mobile App,379.05,19.95,59,438.05,10-12-2025
O00406,C0203,08-06-2024,Delivered,Credit Card,Website,381.65,67.35,40,421.65,11-06-2024
O00407,C0374,03-07-2024,Delivered,UPI,Website,499,0,40,539,07-07-2024
O00408,C0207,12-04-2024,Delivered,Debit Card,Website,349,0,59,408,20-04-2024
O00409,C0308,14-01-2024,Delivered,Net Banking,Website,1442.45,254.55,0,1442.45,18-01-2024
O00410,C0125,27-02-2024,Delivered,Credit Card,Website,319.2,79.8,49,368.2,01-03-2024
O00411,C0013,20-08-2024,Delivered,Debit Card,Website,1906.1,39.9,0,1906.1,25-08-2024
O00412,C0078,01-07-2024,Delivered,UPI,Website,1553.85,192.15,0,1553.85,07-07-2024
O00413,C0442,01-06-2024,Delivered,UPI,Website,635.55,12.45,49,684.55,10-06-2024
O00414,C0218,07-05-2025,Delivered,Net Banking,Website,808.2,89.8,0,808.2,13-05-2025
O00415,C0360,30-03-2024,Delivered,COD,Website,798,0,0,798,03-04-2024
O00416,C0444,22-05-2024,Delivered,Net Banking,Marketplace,1372.55,324.45,0,1372.55,26-05-2024
O00417,C0340,12-08-2025,Delivered,UPI,Website,998,0,0,998,15-08-2025
O00418,C0384,24-06-2025,Delivered,UPI,Website,833.35,164.65,0,833.35,29-06-2025
O00419,C0284,29-12-2025,Returned,Credit Card,Mobile App,1752.3,194.7,0,1752.3,07-01-2026
O00420,C0310,20-03-2024,Delivered,UPI,Mobile App,1048,0,0,1048,25-03-2024
O00421,C0015,02-09-2024,Delivered,UPI,Mobile App,998.25,99.75,0,998.25,07-09-2024
O00422,C0405,06-11-2024,Returned,UPI,Website,296.65,52.35,59,355.65,10-11-2024
O00423,C0258,13-04-2024,Delivered,UPI,Mobile App,799,0,0,799,18-04-2024
O00424,C0453,08-08-2024,Delivered,Debit Card,Website,2044.6,249.4,0,2044.6,12-08-2024
O00425,C0322,12-08-2024,Delivered,UPI,Mobile App,1048,0,0,1048,17-08-2024
O00426,C0133,29-04-2025,Delivered,Credit Card,Marketplace,932.3,114.7,0,932.3,04-05-2025
O00427,C0231,26-09-2024,In Transit,UPI,Marketplace,314.1,34.9,40,354.1,
O00428,C0437,17-04-2024,Delivered,UPI,Website,314.1,34.9,59,373.1,22-04-2024
O00429,C0056,28-03-2024,Delivered,COD,Website,379.05,19.95,59,438.05,01-04-2024
O00430,C0244,27-04-2024,Delivered,UPI,Website,1802.15,94.85,0,1802.15,01-05-2024
O00431,C0028,04-08-2024,In Transit,Debit Card,Website,1048.25,149.75,0,1048.25,
O00432,C0269,07-08-2024,Delivered,Net Banking,Website,1607.35,189.65,0,1607.35,11-08-2024
O00433,C0200,11-01-2024,Returned,UPI,Mobile App,1611.6,284.4,0,1611.6,13-01-2024
O00434,C0483,08-05-2024,Delivered,Credit Card,Website,868.15,79.85,0,868.15,11-05-2024
O00435,C0490,15-01-2024,Delivered,UPI,Website,2373.8,172.2,0,2373.8,19-01-2024
O00436,C0172,26-04-2024,Delivered,UPI,Mobile App,359.1,39.9,59,418.1,30-04-2024
O00437,C0046,22-01-2025,Delivered,Debit Card,Marketplace,399,0,49,448,29-01-2025
O00438,C0101,25-04-2025,Delivered,Net Banking,Website,1426.4,169.6,0,1426.4,02-05-2025
O00439,C0345,21-01-2025,Delivered,UPI,Website,1721.4,174.6,0,1721.4,30-01-2025
O00440,C0220,11-05-2024,Delivered,Debit Card,Website,551.65,97.35,40,591.65,16-05-2024
O00441,C0402,05-02-2025,Delivered,UPI,Mobile App,1936.25,159.75,0,1936.25,09-02-2025
O00442,C0067,09-04-2025,Delivered,UPI,Mobile App,1188.3,209.7,0,1188.3,15-04-2025
O00443,C0043,27-05-2024,Delivered,Credit Card,Website,474.05,24.95,40,514.05,29-05-2024
O00444,C0186,31-07-2024,Delivered,UPI,Website,1426.2,119.8,0,1426.2,05-08-2024
O00445,C0017,30-04-2024,In Transit,Credit Card,Mobile App,519.2,129.8,40,559.2,
O00446,C0311,31-01-2024,Delivered,Debit Card,Website,599,0,40,639,06-02-2024
O00447,C0138,07-10-2024,In Transit,UPI,Mobile App,314.1,34.9,49,363.1,
O00448,C0473,16-07-2024,Delivered,Net Banking,Mobile App,2031.3,164.7,0,2031.3,20-07-2024
O00449,C0420,06-03-2024,Returned,COD,Website,748.5,249.5,0,748.5,11-03-2024
O00450,C0191,06-11-2024,Delivered,Debit Card,Mobile App,379.05,19.95,40,419.05,10-11-2024
O00451,C0270,14-11-2024,Returned,Net Banking,Mobile App,553.15,44.85,49,602.15,18-11-2024
O00452,C0146,19-01-2024,Cancelled,COD,Marketplace,399.2,99.8,0,0,
O00453,C0471,15-10-2025,Delivered,UPI,Mobile App,853.2,94.8,0,853.2,19-10-2025
O00454,C0233,20-05-2025,In Transit,UPI,Website,1058.15,89.85,0,1058.15,
O00455,C0224,27-10-2024,Delivered,Credit Card,Website,1358.05,39.95,0,1358.05,01-11-2024
O00456,C0195,03-10-2024,Returned,Credit Card,Website,519.2,129.8,49,568.2,08-10-2024
O00457,C0500,14-10-2024,Delivered,UPI,Website,479.2,119.8,59,538.2,19-10-2024
O00458,C0356,21-01-2025,Delivered,Debit Card,Website,381.65,67.35,59,440.65,26-01-2025
O00459,C0079,25-10-2024,Returned,UPI,Website,963.3,134.7,0,963.3,30-10-2024
O00460,C0244,08-11-2025,Delivered,UPI,Mobile App,664.05,34.95,49,713.05,10-11-2025
O00461,C0375,08-03-2025,Delivered,UPI,Website,1125.55,22.45,0,1125.55,15-03-2025
O00462,C0123,08-03-2024,Delivered,Net Banking,Mobile App,296.65,52.35,59,355.65,11-03-2024
O00463,C0362,02-09-2025,Delivered,UPI,Marketplace,848,0,0,848,06-09-2025
O00464,C0172,06-11-2024,Delivered,Debit Card,Website,279.2,69.8,49,328.2,09-11-2024
O00465,C0291,27-11-2025,Cancelled,Credit Card,Website,509.15,89.85,0,0,
O00466,C0232,17-05-2025,In Transit,UPI,Website,466.65,82.35,59,525.65,
O00467,C0397,10-11-2025,Returned,Credit Card,Website,1386.6,209.4,0,1386.6,14-11-2025
O00468,C0100,21-01-2025,In Transit,Net Banking,Mobile App,1391.5,204.5,0,1391.5,
O00469,C0159,15-08-2025,Cancelled,UPI,Mobile App,1947,0,0,0,
O00470,C0349,02-06-2024,Delivered,Credit Card,Website,539.1,59.9,40,579.1,06-06-2024
O00471,C0028,15-05-2025,Delivered,Debit Card,Website,639.2,159.8,59,698.2,23-05-2025
O00472,C0489,29-03-2024,Delivered,Debit Card,Website,1834.1,311.9,0,1834.1,06-04-2024
O00473,C0089,31-07-2025,Cancelled,Net Banking,Website,888.25,109.75,0,0,
O00474,C0237,12-07-2025,Delivered,Net Banking,Website,254.15,44.85,49,303.15,16-07-2025
O00475,C0015,22-01-2025,Delivered,Credit Card,Website,404.1,44.9,59,463.1,29-01-2025
O00476,C0004,18-04-2025,Cancelled,Credit Card,Website,474.05,24.95,0,0,
O00477,C0050,24-10-2024,Delivered,Net Banking,Website,628.35,119.65,40,668.35,27-10-2024
O00478,C0437,07-06-2024,Delivered,COD,Website,299,0,59,358,14-06-2024
O00479,C0127,18-08-2024,Delivered,UPI,Website,423.3,74.7,59,482.3,21-08-2024
O00480,C0225,04-11-2025,Delivered,Debit Card,Website,885.65,62.35,0,885.65,09-11-2025
O00481,C0253,11-01-2025,Delivered,Debit Card,Website,359.1,39.9,59,418.1,15-01-2025
O00482,C0018,22-10-2025,Delivered,Credit Card,Marketplace,1258.2,139.8,0,1258.2,24-10-2025
O00483,C0200,17-10-2025,Delivered,Debit Card,Website,890.75,157.25,0,890.75,22-10-2025
O00484,C0295,26-12-2025,Delivered,Credit Card,Website,359.1,39.9,49,408.1,28-12-2025
O00485,C0055,26-05-2025,Delivered,Debit Card,Marketplace,1716.3,179.7,0,1716.3,30-05-2025
O00486,C0227,18-01-2025,Cancelled,COD,Website,585.55,12.45,0,0,
O00487,C0147,18-08-2024,Delivered,Net Banking,Mobile App,449.1,49.9,40,489.1,20-08-2024
O00488,C0291,13-07-2025,Delivered,Debit Card,Marketplace,998.2,99.8,0,998.2,20-07-2025
O00489,C0411,09-03-2024,Delivered,Net Banking,Mobile App,404.1,44.9,40,444.1,14-03-2024
O00490,C0473,14-09-2024,Delivered,Net Banking,Website,359.1,39.9,59,418.1,19-09-2024
O00491,C0299,27-04-2025,In Transit,Debit Card,Website,1398,0,0,1398,
O00492,C0105,14-07-2025,Delivered,Debit Card,Marketplace,808.2,89.8,0,808.2,19-07-2025
O00493,C0414,06-02-2024,Delivered,UPI,Mobile App,1759.65,87.35,0,1759.65,12-02-2024
O00494,C0117,22-01-2024,Delivered,Debit Card,Website,598.15,49.85,40,638.15,26-01-2024
O00495,C0460,22-09-2025,Delivered,UPI,Website,569.05,29.95,59,628.05,28-09-2025
O00496,C0275,13-08-2024,Delivered,UPI,Website,494.1,54.9,40,534.1,22-08-2024
O00497,C0337,13-08-2025,Delivered,Debit Card,Website,1978.85,167.15,0,1978.85,18-08-2025
O00498,C0249,30-10-2024,Delivered,Debit Card,Website,299.25,99.75,59,358.25,03-11-2024
O00499,C0488,14-08-2024,Delivered,UPI,Mobile App,629.1,69.9,49,678.1,18-08-2024
O00500,C0221,05-11-2024,Delivered,UPI,Website,1527.45,269.55,0,1527.45,09-11-2024
O00501,C0223,13-03-2025,Returned,Debit Card,Mobile App,758.1,39.9,0,758.1,22-03-2025
O00502,C0266,28-01-2025,Delivered,COD,Website,798,0,0,798,31-01-2025
O00503,C0173,07-08-2025,Delivered,UPI,Mobile App,833.15,64.85,0,833.15,10-08-2025
O00504,C0226,10-01-2024,In Transit,Credit Card,Mobile App,1138.1,59.9,0,1138.1,
O00505,C0313,18-07-2025,Delivered,UPI,Mobile App,719.1,79.9,0,719.1,21-07-2025
O00506,C0026,12-08-2024,Delivered,Net Banking,Mobile App,254.15,44.85,49,303.15,21-08-2024
O00507,C0308,28-08-2024,Delivered,Credit Card,Website,679.15,119.85,49,728.15,30-08-2024
O00508,C0311,03-01-2025,Delivered,Debit Card,Website,2320.4,224.6,0,2320.4,07-01-2025
O00509,C0196,13-08-2024,Delivered,COD,Mobile App,1307.4,189.6,0,1307.4,18-08-2024
O00510,C0467,06-09-2024,Delivered,COD,Website,224.1,24.9,49,273.1,10-09-2024
O00511,C0248,11-09-2025,Delivered,UPI,Mobile App,2410.25,134.75,0,2410.25,15-09-2025
O00512,C0102,03-07-2024,Delivered,UPI,Website,449,0,40,489,10-07-2024
O00513,C0264,26-06-2025,Returned,UPI,Website,239.2,59.8,49,288.2,01-07-2025
O00514,C0487,04-04-2025,Delivered,Debit Card,Website,897.3,99.7,0,897.3,07-04-2025
O00515,C0195,24-11-2024,Delivered,Credit Card,Marketplace,629.1,69.9,59,688.1,29-11-2024
O00516,C0219,19-10-2024,Delivered,UPI,Website,538.2,59.8,40,578.2,23-10-2024
O00517,C0115,22-06-2024,Returned,COD,Mobile App,2325.7,369.3,0,2325.7,28-06-2024
O00518,C0426,09-04-2025,Delivered,Debit Card,Mobile App,319.2,79.8,49,368.2,15-04-2025
O00519,C0373,17-03-2024,Delivered,UPI,Mobile App,379.05,19.95,40,419.05,21-03-2024
O00520,C0407,17-06-2025,Cancelled,Debit Card,Mobile App,449,0,0,0,
O00521,C0193,13-08-2024,Delivered,UPI,Mobile App,2236.8,559.2,0,2236.8,15-08-2024
O00522,C0215,05-12-2025,Delivered,Credit Card,Mobile App,284.05,14.95,40,324.05,12-12-2025
O00523,C0251,07-10-2025,Delivered,Credit Card,Website,759.05,39.95,0,759.05,15-10-2025
O00524,C0490,22-11-2024,Delivered,UPI,Website,1921.15,74.85,0,1921.15,27-11-2024
O00525,C0415,28-03-2025,Delivered,UPI,Website,404.1,44.9,40,444.1,02-04-2025
O00526,C0486,20-09-2025,Delivered,Credit Card,Marketplace,663.1,34.9,49,712.1,26-09-2025
O00527,C0336,20-02-2024,Delivered,UPI,Website,424.15,74.85,49,473.15,24-02-2024
O00528,C0433,21-01-2024,Delivered,Credit Card,Mobile App,629.1,69.9,59,688.1,24-01-2024
O00529,C0336,19-10-2025,Cancelled,UPI,Website,1412.1,34.9,0,0,
O00530,C0302,04-02-2025,Delivered,UPI,Website,521.55,27.45,49,570.55,12-02-2025
O00531,C0193,25-10-2024,Delivered,UPI,Website,284.05,14.95,49,333.05,31-10-2024
O00532,C0391,13-07-2025,Delivered,Credit Card,Website,693.15,54.85,40,733.15,15-07-2025
O00533,C0073,16-02-2025,Delivered,Debit Card,Mobile App,379.05,19.95,49,428.05,23-02-2025
O00534,C0354,02-08-2024,Delivered,Credit Card,Website,1536.2,159.8,0,1536.2,05-08-2024
O00535,C0193,10-05-2024,Delivered,Debit Card,Website,236.55,12.45,40,276.55,15-05-2024
O00536,C0072,14-07-2025,Delivered,UPI,Marketplace,1238.2,159.8,0,1238.2,18-07-2025
O00537,C0412,20-09-2025,Delivered,Credit Card,Website,599.25,199.75,40,639.25,23-09-2025
O00538,C0243,11-01-2024,Delivered,Credit Card,Marketplace,299,0,49,348,15-01-2024
O00539,C0180,13-10-2025,Delivered,Credit Card,Marketplace,718.2,79.8,0,718.2,17-10-2025
O00540,C0207,17-09-2024,Delivered,UPI,Mobile App,629.1,69.9,40,669.1,23-09-2024
O00541,C0393,27-01-2025,Delivered,Credit Card,Website,1247.5,149.5,0,1247.5,29-01-2025
O00542,C0076,15-08-2024,Delivered,COD,Website,670.7,77.3,49,719.7,21-08-2024
O00543,C0432,07-08-2024,Returned,Net Banking,Mobile App,1104.85,142.15,0,1104.85,11-08-2024
O00544,C0196,15-10-2025,Delivered,UPI,Website,2007.25,189.75,0,2007.25,20-10-2025
O00545,C0204,14-02-2024,Delivered,UPI,Website,793.1,54.9,0,793.1,20-02-2024
O00546,C0280,19-08-2024,Returned,UPI,Mobile App,1402.35,194.65,0,1402.35,22-08-2024
O00547,C0163,15-08-2025,Delivered,COD,Website,1137.2,59.8,0,1137.2,19-08-2025
O00548,C0089,12-10-2025,Cancelled,UPI,Website,679.15,119.85,0,0,
O00549,C0290,12-08-2024,Delivered,UPI,Mobile App,1491.65,304.35,0,1491.65,15-08-2024
O00550,C0290,19-11-2024,Cancelled,UPI,Website,2075.5,219.5,0,0,
O00551,C0080,04-07-2025,In Transit,Credit Card,Mobile App,2646.35,249.65,0,2646.35,
O00552,C0263,03-08-2024,Delivered,UPI,Website,1245.65,102.35,0,1245.65,05-08-2024
O00553,C0323,02-01-2025,Delivered,Credit Card,Website,1228.1,69.9,0,1228.1,08-01-2025
O00554,C0428,06-09-2024,Delivered,UPI,Mobile App,423.3,74.7,59,482.3,09-09-2024
O00555,C0304,26-10-2024,Returned,COD,Marketplace,249,0,49,298,01-11-2024
O00556,C0235,20-08-2024,Delivered,Net Banking,Website,599,0,40,639,23-08-2024
O00557,C0398,27-10-2024,Delivered,Credit Card,Website,314.1,34.9,40,354.1,02-11-2024
O00558,C0205,30-11-2024,Delivered,Debit Card,Website,509.15,89.85,59,568.15,02-12-2024
O00559,C0092,28-08-2024,Delivered,Net Banking,Mobile App,1025.55,22.45,0,1025.55,01-09-2024
O00560,C0218,03-06-2024,Delivered,Net Banking,Website,1509.05,236.95,0,1509.05,09-06-2024
O00561,C0197,03-12-2025,Delivered,COD,Website,1707.3,189.7,0,1707.3,07-12-2025
O00562,C0172,01-07-2025,Delivered,UPI,Website,1208.25,189.75,0,1208.25,06-07-2025
O00563,C0447,10-04-2025,Delivered,UPI,Mobile App,569.05,29.95,49,618.05,14-04-2025
