order_item_id,order_id,product_id,quantity,unit_price,discount_pct,item_total
OI000631,O00382,P009,1,349,15,296.65
OI000632,O00383,P018,1,349,15,296.65
OI000633,O00384,P024,2,799,20,1278.4
OI000634,O00384,P021,1,399,5,379.05
OI000635,O00384,P007,1,699,0,699.0
OI000636,O00385,P010,1,399,25,299.25
OI000637,O00385,P012,2,449,15,763.3
OI000638,O00385,P018,1,349,10,314.1
OI000639,O00385,P011,2,349,15,593.3
OI000640,O00386,P012,3,449,15,1144.95
OI000641,O00386,P014,2,499,10,898.2
OI000642,O00386,P014,1,499,0,499.0
OI000643,O00387,P006,1,599,5,569.05
OI000644,O00387,P013,1,399,5,379.05
OI000645,O00387,P019,1,399,10,359.1
OI000646,O00388,P007,1,699,5,664.05
OI000647,O00389,P025,1,599,20,479.2
OI000648,O00390,P003,2,699,0,1398.0
OI000649,O00390,P010,1,399,5,379.05
OI000650,O00391,P004,1,649,5,616.55
OI000651,O00391,P005,1,699,10,629.1
OI000652,O00391,P011,2,349,15,593.3
OI000653,O00392,P003,1,699,0,699.0
OI000654,O00393,P006,1,599,5,569.05
OI000655,O00393,P004,1,649,20,519.2
OI000656,O00394,P003,1,699,5,664.05
OI000657,O00395,P002,1,599,0,599.0
OI000658,O00396,P007,1,699,5,664.05
OI000659,O00397,P019,1,399,5,379.05
OI000660,O00398,P003,2,699,10,1258.2
OI000661,O00398,P014,1,499,15,424.15
OI000662,O00399,P025,2,599,10,1078.2
OI000663,O00399,P018,1,349,5,331.55
OI000664,O00400,P027,1,399,25,299.25
OI000665,O00401,P005,1,699,20,559.2
OI000666,O00402,P001,1,549,0,549.0
OI000667,O00403,P028,2,249,20,398.4
OI000668,O00403,P008,1,799,0,799.0
OI000669,O00404,P028,1,249,15,211.65
OI000670,O00405,P021,1,399,5,379.05
OI000671,O00406,P012,1,449,15,381.65
OI000672,O00407,P014,1,499,0,499.0
OI000673,O00408,P009,1,349,0,349.0
OI000674,O00409,P023,1,499,15,424.15
OI000675,O00409,P002,2,599,15,1018.3
OI000676,O00410,P013,1,399,20,319.2
OI000677,O00411,P009,1,349,0,349.0
OI000678,O00411,P024,1,799,0,799.0
OI000679,O00411,P021,2,399,5,758.1
OI000680,O00412,P016,2,299,5,568.1
OI000681,O00412,P015,1,449,5,426.55
OI000682,O00412,P007,1,699,20,559.2
OI000683,O00413,P028,1,249,5,236.55
OI000684,O00413,P021,1,399,0,399.0
OI000685,O00414,P016,1,299,10,269.1
OI000686,O00414,P006,1,599,10,539.1
OI000687,O00415,P027,2,399,0,798.0
OI000688,O00416,P006,1,599,25,449.25
OI000689,O00416,P022,1,499,5,474.05
OI000690,O00416,P002,1,599,25,449.25
OI000691,O00417,P014,2,499,0,998.0
OI000692,O00418,P017,1,299,20,239.2
OI000693,O00418,P007,1,699,15,594.15
OI000694,O00419,P004,3,649,10,1752.3
OI000695,O00420,P004,1,649,0,649.0
OI000696,O00420,P021,1,399,0,399.0
OI000697,O00421,P007,1,699,0,699.0
OI000698,O00421,P013,1,399,25,299.25
OI000699,O00422,P009,1,349,15,296.65
OI000700,O00423,P024,1,799,0,799.0
OI000701,O00424,P012,1,449,15,381.65
OI000702,O00424,P018,1,349,5,331.55
OI000703,O00424,P016,2,299,5,568.1
OI000704,O00424,P026,2,449,15,763.3
OI000705,O00425,P025,1,599,0,599.0
OI000706,O00425,P012,1,449,0,449.0
OI000707,O00426,P028,1,249,5,236.55
OI000708,O00426,P012,1,449,15,381.65
OI000709,O00426,P009,1,349,10,314.1
OI000710,O00427,P020,1,349,10,314.1
OI000711,O00428,P011,1,349,10,314.1
OI000712,O00429,P010,1,399,5,379.05
OI000713,O00430,P008,1,799,5,759.05
OI000714,O00430,P001,2,549,5,1043.1
OI000715,O00431,P002,1,599,5,569.05
OI000716,O00431,P002,1,599,20,479.2
OI000717,O00432,P008,1,799,5,759.05
OI000718,O00432,P018,1,349,15,296.65
OI000719,O00432,P004,1,649,15,551.65
OI000720,O00433,P004,2,649,15,1103.3
OI000721,O00433,P016,2,299,15,508.3
OI000722,O00434,P004,1,649,10,584.1
OI000723,O00434,P017,1,299,5,284.05
OI000724,O00435,P003,3,699,5,1992.15
OI000725,O00435,P012,1,449,15,381.65
OI000726,O00436,P010,1,399,10,359.1
OI000727,O00437,P010,1,399,0,399.0
OI000728,O00438,P015,2,449,15,763.3
OI000729,O00438,P020,1,349,5,331.55
OI000730,O00438,P009,1,349,5,331.55
OI000731,O00439,P021,1,399,25,299.25
OI000732,O00439,P014,3,499,5,1422.15
OI000733,O00440,P004,1,649,15,551.65
OI000734,O00441,P005,1,699,10,629.1
OI000735,O00441,P002,1,599,15,509.15
OI000736,O00441,P010,2,399,0,798.0
OI000737,O00442,P005,2,699,15,1188.3
OI000738,O00443,P014,1,499,5,474.05
OI000739,O00444,P002,1,599,20,479.2
OI000740,O00444,P016,2,299,0,598.0
OI000741,O00444,P009,1,349,0,349.0
OI000742,O00445,P004,1,649,20,519.2
OI000743,O00446,P025,1,599,0,599.0
OI000744,O00447,P018,1,349,10,314.1
OI000745,O00448,P003,1,699,15,594.15
OI000746,O00448,P020,1,349,10,314.1
OI000747,O00448,P014,1,499,5,474.05
OI000748,O00448,P004,1,649,0,649.0
OI000749,O00449,P014,2,499,25,748.5
OI000750,O00450,P013,1,399,5,379.05
OI000751,O00451,P016,1,299,15,254.15
OI000752,O00451,P016,1,299,0,299.0
OI000753,O00452,P022,1,499,20,399.2
OI000754,O00453,P006,1,599,10,539.1
OI000755,O00453,P018,1,349,10,314.1
OI000756,O00454,P001,1,549,0,549.0
OI000757,O00454,P002,1,599,15,509.15
OI000758,O00455,P002,1,599,0,599.0
OI000759,O00455,P024,1,799,5,759.05
OI000760,O00456,P004,1,649,20,519.2
OI000761,O00457,P002,1,599,20,479.2
OI000762,O00458,P012,1,449,15,381.65
OI000763,O00459,P005,1,699,5,664.05
OI000764,O00459,P010,1,399,25,299.25
OI000765,O00460,P005,1,699,5,664.05
OI000766,O00461,P012,1,449,5,426.55
OI000767,O00461,P003,1,699,0,699.0
OI000768,O00462,P009,1,349,15,296.65
OI000769,O00463,P018,1,349,0,349.0
OI000770,O00463,P023,1,499,0,499.0
OI000771,O00464,P011,1,349,20,279.2
OI000772,O00465,P002,1,599,15,509.15
OI000773,O00466,P001,1,549,15,466.65
OI000774,O00467,P018,3,349,20,837.6
OI000775,O00467,P001,1,549,0,549.0
OI000776,O00468,P011,1,349,15,296.65
OI000777,O00468,P027,2,399,5,758.1
OI000778,O00468,P012,1,449,25,336.75
OI000779,O00469,P020,1,349,0,349.0
OI000780,O00469,P008,2,799,0,1598.0
OI000781,O00470,P002,1,599,10,539.1
OI000782,O00471,P008,1,799,20,639.2
OI000783,O00472,P007,1,699,15,594.15
OI000784,O00472,P001,1,549,5,521.55
OI000785,O00472,P026,2,449,20,718.4
OI000786,O00473,P006,1,599,5,569.05
OI000787,O00473,P010,1,399,20,319.2
OI000788,O00474,P017,1,299,15,254.15
OI000789,O00475,P012,1,449,10,404.1
OI000790,O00476,P022,1,499,5,474.05
OI000791,O00477,P012,1,449,10,404.1
OI000792,O00477,P017,1,299,25,224.25
OI000793,O00478,P016,1,299,0,299.0
OI000794,O00479,P028,2,249,15,423.3
OI000795,O00480,P016,1,299,10,269.1
OI000796,O00480,P004,1,649,5,616.55
OI000797,O00481,P010,1,399,10,359.1
OI000798,O00482,P003,2,699,10,1258.2
OI000799,O00483,P020,1,349,5,331.55
OI000800,O00483,P007,1,699,20,559.2
OI000801,O00484,P027,1,399,10,359.1
OI000802,O00485,P018,2,349,0,698.0
OI000803,O00485,P006,2,599,15,1018.3
OI000804,O00486,P009,1,349,0,349.0
OI000805,O00486,P028,1,249,5,236.55
OI000806,O00487,P014,1,499,10,449.1
OI000807,O00488,P012,1,449,15,381.65
OI000808,O00488,P004,1,649,5,616.55
OI000809,O00489,P012,1,449,10,404.1
OI000810,O00490,P013,1,399,10,359.1
OI000811,O00491,P005,2,699,0,1398.0
OI000812,O00492,P012,2,449,10,808.2
OI000813,O00493,P024,1,799,0,799.0
OI000814,O00493,P011,1,349,5,331.55
OI000815,O00493,P003,1,699,10,629.1
OI000816,O00494,P009,1,349,10,314.1
OI000817,O00494,P016,1,299,5,284.05
OI000818,O00495,P006,1,599,5,569.05
OI000819,O00496,P001,1,549,10,494.1
OI000820,O00497,P005,2,699,5,1328.1
OI000821,O00497,P017,1,299,10,269.1
OI000822,O00497,P026,1,449,15,381.65
OI000823,O00498,P021,1,399,25,299.25
OI000824,O00499,P007,1,699,10,629.1
OI000825,O00500,P025,2,599,15,1018.3
OI000826,O00500,P025,1,599,15,509.15
OI000827,O00501,P027,2,399,5,758.1
OI000828,O00502,P021,2,399,0,798.0
OI000829,O00503,P021,1,399,10,359.1
OI000830,O00503,P014,1,499,5,474.05
OI000831,O00504,P002,2,599,5,1138.1
OI000832,O00505,P024,1,799,10,719.1
OI000833,O00506,P017,1,299,15,254.15
OI000834,O00507,P008,1,799,15,679.15
OI000835,O00508,P015,2,449,0,898.0
OI000836,O00508,P004,1,649,15,551.65
OI000837,O00508,P001,1,549,15,466.65
OI000838,O00508,P026,1,449,10,404.1
OI000839,O00509,P013,2,399,15,678.3
OI000840,O00509,P003,1,699,10,629.1
OI000841,O00510,P028,1,249,10,224.1
OI000842,O00511,P026,1,449,10,404.1
OI000843,O00511,P006,2,599,5,1138.1
OI000844,O00511,P025,1,599,5,569.05
OI000845,O00511,P016,1,299,0,299.0
OI000846,O00512,P026,1,449,0,449.0
OI000847,O00513,P017,1,299,20,239.2
OI000848,O00514,P017,1,299,10,269.1
OI000849,O00514,P018,2,349,10,628.2
OI000850,O00515,P007,1,699,10,629.1
OI000851,O00516,P018,1,349,10,314.1
OI000852,O00516,P028,1,249,10,224.1
OI000853,O00517,P016,2,299,15,508.3
OI000854,O00517,P003,1,699,20,559.2
OI000855,O00517,P005,2,699,10,1258.2
OI000856,O00518,P010,1,399,20,319.2
OI000857,O00519,P019,1,399,5,379.05
OI000858,O00520,P015,1,449,0,449.0
OI000859,O00521,P007,2,699,25,1048.5
OI000860,O00521,P005,2,699,15,1188.3
OI000861,O00522,P016,1,299,5,284.05
OI000862,O00523,P024,1,799,5,759.05
OI000863,O00524,P022,1,499,0,499.0
OI000864,O00524,P023,1,499,5,474.05
OI000865,O00524,P014,2,499,5,948.1
OI000866,O00525,P015,1,449,10,404.1
OI000867,O00526,P009,2,349,5,663.1
OI000868,O00527,P023,1,499,15,424.15
OI000869,O00528,P007,1,699,10,629.1
OI000870,O00529,P018,1,349,10,314.1
OI000871,O00529,P001,2,549,0,1098.0
OI000872,O00530,P001,1,549,5,521.55
OI000873,O00531,P017,1,299,5,284.05
OI000874,O00532,P010,1,399,5,379.05
OI000875,O00532,P011,1,349,10,314.1
OI000876,O00533,P019,1,399,5,379.05
OI000877,O00534,P008,1,799,20,639.2
OI000878,O00534,P017,3,299,0,897.0
OI000879,O00535,P028,1,249,5,236.55
OI000880,O00536,P024,1,799,20,639.2
OI000881,O00536,P006,1,599,0,599.0
OI000882,O00537,P008,1,799,25,599.25
OI000883,O00538,P017,1,299,0,299.0
OI000884,O00539,P021,2,399,10,718.2
OI000885,O00540,P005,1,699,10,629.1
OI000886,O00541,P024,1,799,0,799.0
OI000887,O00541,P016,2,299,25,448.5
OI000888,O00542,P010,1,399,15,339.15
OI000889,O00542,P011,1,349,5,331.55
OI000890,O00543,P013,2,399,15,678.3
OI000891,O00543,P012,1,449,5,426.55
OI000892,O00544,P008,2,799,10,1438.2
OI000893,O00544,P025,1,599,5,569.05
OI000894,O00545,P001,1,549,10,494.1
OI000895,O00545,P017,1,299,0,299.0
OI000896,O00546,P003,1,699,10,629.1
OI000897,O00546,P010,1,399,0,399.0
OI000898,O00546,P023,1,499,25,374.25
OI000899,O00547,P016,2,299,10,538.2
OI000900,O00547,P002,1,599,0,599.0
OI000901,O00548,P008,1,799,15,679.15
OI000902,O00549,P019,1,399,15,339.15
OI000903,O00549,P020,1,349,15,296.65
OI000904,O00549,P005,1,699,20,559.2
OI000905,O00549,P009,1,349,15,296.65
OI000906,O00550,P006,1,599,15,509.15
OI000907,O00550,P010,1,399,15,339.15
OI000908,O00550,P002,1,599,0,599.0
OI000909,O00550,P009,2,349,10,628.2
OI000910,O00551,P007,3,699,10,1887.3
OI000911,O00551,P008,1,799,5,759.05
OI000912,O00552,P004,1,649,5,616.55
OI000913,O00552,P003,1,699,10,629.1
OI000914,O00553,P003,1,699,10,629.1
OI000915,O00553,P025,1,599,0,599.0
OI000916,O00554,P028,2,249,15,423.3
OI000917,O00555,P028,1,249,0,249.0
OI000918,O00556,P006,1,599,0,599.0
OI000919,O00557,P011,1,349,10,314.1
OI000920,O00558,P002,1,599,15,509.15
OI000921,O00559,P025,1,599,0,599.0
OI000922,O00559,P015,1,449,5,426.55
OI000923,O00560,P010,2,399,10,718.2
OI000924,O00560,P004,1,649,15,551.65
OI000925,O00560,P016,1,299,20,239.2
OI000926,O00561,P007,1,699,10,629.1
OI000927,O00561,P006,2,599,10,1078.2
OI000928,O00562,P024,1,799,20,639.2
OI000929,O00562,P002,1,599,5,569.05
OI000930,O00563,P002,1,599,5,569.05
OI000931,O00564,P018,1,349,5,331.55
OI000932,O00565,P026,1,449,5,426.55
OI000933,O00565,P021,1,399,10,359.1
OI000934,O00565,P014,1,499,15,424.15
OI000935,O00566,P018,1,349,15,296.65
OI000936,O00567,P014,1,499,20,399.2
OI000937,O00568,P010,1,399,5,379.05
OI000938,O00569,P007,1,699,15,594.15
OI000939,O00570,P004,1,649,10,584.1
OI000940,O00570,P023,1,499,5,474.05
OI000941,O00571,P009,1,349,10,314.1
OI000942,O00571,P007,1,699,5,664.05
OI000943,O00571,P008,1,799,25,599.25
OI000944,O00571,P016,1,299,25,224.25
OI000945,O00572,P005,3,699,10,1887.3
OI000946,O00573,P024,3,799,15,2037.45
OI000947,O00574,P026,1,449,5,426.55
OI000948,O00575,P004,1,649,5,616.55
OI000949,O00576,P011,1,349,15,296.65
OI000950,O00576,P002,2,599,10,1078.2
OI000951,O00577,P001,1,549,10,494.1
OI000952,O00578,P025,1,599,10,539.1
OI000953,O00579,P028,1,249,15,211.65
OI000954,O00579,P017,1,299,15,254.15
OI000955,O00580,P006,1,599,15,509.15
OI000956,O00581,P006,1,599,0,599.0
OI000957,O00582,P021,1,399,10,359.1
OI000958,O00583,P015,1,449,5,426.55
OI000959,O00584,P012,1,449,10,404.1
OI000960,O00585,P022,1,499,5,474.05
OI000961,O00585,P023,1,499,10,449.1
OI000962,O00585,P020,1,349,0,349.0
OI000963,O00586,P018,1,349,10,314.1
OI000964,O00587,P025,1,599,5,569.05
OI000965,O00587,P025,1,599,5,569.05
OI000966,O00588,P010,1,399,0,399.0
OI000967,O00589,P005,1,699,10,629.1
OI000968,O00589,P021,1,399,15,339.15
OI000969,O00590,P007,1,699,10,629.1
OI000970,O00590,P024,1,799,10,719.1
OI000971,O00590,P006,3,599,20,1437.6
OI000972,O00591,P016,2,299,0,598.0
OI000973,O00592,P005,1,699,0,699.0
OI000974,O00593,P007,1,699,15,594.15
OI000975,O00593,P004,1,649,5,616.55
OI000976,O00593,P008,1,799,5,759.05
OI000977,O00594,P007,1,699,15,594.15
OI000978,O00594,P009,1,349,10,314.1
OI000979,O00595,P019,1,399,5,379.05
OI000980,O00595,P009,3,349,10,942.3
OI000981,O00595,P027,1,399,0,399.0
OI000982,O00596,P007,1,699,0,699.0
OI000983,O00597,P002,1,599,5,569.05
OI000984,O00597,P020,2,349,20,558.4
OI000985,O00598,P006,1,599,0,599.0
OI000986,O00598,P018,1,349,5,331.55
OI000987,O00599,P013,1,399,5,379.05
OI000988,O00600,P023,2,499,10,898.2
OI000989,O00600,P002,3,599,15,1527.45
OI000990,O00601,P016,1,299,5,284.05
OI000991,O00601,P002,1,599,15,509.15
OI000992,O00602,P005,1,699,5,664.05
OI000993,O00603,P023,1,499,25,374.25
OI000994,O00603,P019,1,399,5,379.05
OI000995,O00604,P027,1,399,20,319.2
OI000996,O00605,P012,1,449,20,359.2
OI000997,O00605,P004,1,649,5,616.55
OI000998,O00606,P010,1,399,20,319.2
OI000999,O00606,P023,2,499,5,948.1
OI001000,O00607,P001,1,549,0,549.0
OI001001,O00608,P003,1,699,10,629.1
OI001002,O00608,P004,2,649,5,1233.1
OI001003,O00608,P012,1,449,15,381.65
OI001004,O00609,P004,1,649,20,519.2
OI001005,O00610,P025,1,599,5,569.05
OI001006,O00611,P014,1,499,15,424.15
OI001007,O00611,P003,1,699,10,629.1
OI001008,O00612,P016,1,299,0,299.0
OI001009,O00612,P012,1,449,10,404.1
OI001010,O00612,P014,1,499,20,399.2
OI001011,O00612,P024,1,799,20,639.2
OI001012,O00613,P004,1,649,25,486.75
OI001013,O00613,P024,1,799,5,759.05
OI001014,O00613,P028,1,249,15,211.65
OI001015,O00614,P011,2,349,15,593.3
OI001016,O00614,P002,1,599,15,509.15
OI001017,O00615,P026,3,449,25,1010.25
OI001018,O00616,P009,1,349,20,279.2
OI001019,O00616,P014,1,499,15,424.15
OI001020,O00617,P004,1,649,10,584.1
OI001021,O00618,P013,1,399,20,319.2
OI001022,O00619,P016,1,299,15,254.15
OI001023,O00619,P009,1,349,25,261.75
OI001024,O00620,P015,1,449,10,404.1
OI001025,O00621,P006,1,599,0,599.0
OI001026,O00621,P015,1,449,20,359.2
OI001027,O00622,P009,1,349,15,296.65
OI001028,O00622,P024,3,799,5,2277.15
OI001029,O00623,P009,1,349,15,296.65
OI001030,O00624,P022,1,499,20,399.2
OI001031,O00624,P009,1,349,10,314.1
OI001032,O00625,P025,1,599,15,509.15
OI001033,O00625,P010,1,399,15,339.15
OI001034,O00626,P001,1,549,20,439.2
OI001035,O00626,P013,1,399,20,319.2
OI001036,O00627,P020,1,349,15,296.65
OI001037,O00628,P021,2,399,20,638.4
OI001038,O00629,P015,1,449,15,381.65
OI001039,O00630,P003,1,699,20,559.2
OI001040,O00631,P009,2,349,0,698.0
OI001041,O00632,P013,1,399,5,379.05
OI001042,O00633,P027,2,399,10,718.2
OI001043,O00634,P028,3,249,15,634.95
OI001044,O00634,P018,1,349,5,331.55
OI001045,O00634,P017,2,299,20,478.4
OI001046,O00635,P006,2,599,10,1078.2
OI001047,O00635,P013,1,399,5,379.05
OI001048,O00635,P003,2,699,10,1258.2
OI001049,O00635,P028,1,249,15,211.65
OI001050,O00636,P010,1,399,0,399.0
OI001051,O00637,P018,1,349,20,279.2
OI001052,O00637,P017,3,299,5,852.15
OI001053,O00637,P012,1,449,10,404.1
OI001054,O00638,P018,1,349,15,296.65
OI001055,O00639,P004,1,649,10,584.1
OI001056,O00640,P004,1,649,5,616.55
OI001057,O00641,P028,1,249,0,249.0
OI001058,O00641,P002,3,599,10,1617.3
OI001059,O00642,P005,1,699,20,559.2
OI001060,O00643,P004,2,649,0,1298.0
OI001061,O00644,P013,1,399,10,359.1
OI001062,O00644,P009,1,349,5,331.55
OI001063,O00644,P010,1,399,15,339.15
OI001064,O00645,P003,1,699,5,664.05
OI001065,O00645,P012,1,449,10,404.1
OI001066,O00646,P012,1,449,10,404.1
OI001067,O00647,P007,1,699,10,629.1
OI001068,O00647,P014,1,499,10,449.1
OI001069,O00647,P025,1,599,5,569.05
OI001070,O00648,P017,2,299,0,598.0
OI001071,O00649,P025,1,599,5,569.05
OI001072,O00650,P004,1,649,10,584.1
OI001073,O00651,P016,1,299,15,254.15
OI001074,O00651,P025,1,599,15,509.15
OI001075,O00651,P010,1,399,15,339.15
OI001076,O00652,P002,1,599,15,509.15
OI001077,O00652,P013,2,399,15,678.3
OI001078,O00653,P023,1,499,10,449.1
OI001079,O00654,P004,1,649,0,649.0
OI001080,O00655,P005,1,699,5,664.05
OI001081,O00656,P022,1,499,5,474.05
OI001082,O00657,P026,1,449,0,449.0
OI001083,O00658,P011,1,349,15,296.65
OI001084,O00658,P014,1,499,20,399.2
OI001085,O00659,P004,1,649,0,649.0
OI001086,O00660,P024,1,799,10,719.1
OI001087,O00661,P014,1,499,15,424.15
OI001088,O00661,P027,1,399,10,359.1
OI001089,O00662,P025,2,599,20,958.4
OI001090,O00663,P013,1,399,25,299.25
OI001091,O00664,P015,1,449,10,404.1
OI001092,O00665,P018,2,349,5,663.1
OI001093,O00666,P025,1,599,10,539.1
OI001094,O00666,P004,1,649,0,649.0
OI001095,O00667,P002,1,599,10,539.1
OI001096,O00667,P001,1,549,10,494.1
OI001097,O00667,P024,3,799,5,2277.15
OI001098,O00668,P024,1,799,0,799.0
OI001099,O00668,P002,3,599,15,1527.45
OI001100,O00668,P003,1,699,25,524.25
OI001101,O00668,P007,1,699,15,594.15
OI001102,O00669,P001,1,549,15,466.65
OI001103,O00669,P008,1,799,25,599.25
OI001104,O00669,P004,1,649,5,616.55
OI001105,O00670,P014,1,499,0,499.0
OI001106,O00671,P017,1,299,20,239.2
OI001107,O00671,P013,2,399,0,798.0
OI001108,O00671,P012,1,449,5,426.55
OI001109,O00672,P018,1,349,5,331.55
OI001110,O00673,P003,2,699,20,1118.4
OI001111,O00674,P015,1,449,15,381.65
OI001112,O00675,P001,1,549,0,549.0
OI001113,O00676,P015,1,449,10,404.1
OI001114,O00677,P002,1,599,15,509.15
OI001115,O00678,P025,1,599,15,509.15
OI001116,O00678,P009,1,349,5,331.55
OI001117,O00679,P009,1,349,10,314.1
OI001118,O00680,P003,1,699,25,524.25
OI001119,O00681,P001,1,549,5,521.55
OI001120,O00682,P012,1,449,5,426.55
OI001121,O00683,P014,1,499,5,474.05
OI001122,O00683,P012,1,449,0,449.0
OI001123,O00684,P025,1,599,5,569.05
OI001124,O00684,P015,1,449,15,381.65
OI001125,O00684,P025,1,599,20,479.2
OI001126,O00685,P025,2,599,5,1138.1
OI001127,O00685,P008,1,799,5,759.05
OI001128,O00686,P002,1,599,5,569.05
OI001129,O00686,P006,2,599,10,1078.2
OI001130,O00687,P007,2,699,10,1258.2
OI001131,O00687,P002,1,599,5,569.05
OI001132,O00688,P010,1,399,25,299.25
OI001133,O00688,P009,1,349,5,331.55
OI001134,O00689,P008,1,799,5,759.05
OI001135,O00689,P001,1,549,0,549.0
OI001136,O00690,P012,1,449,15,381.65
OI001137,O00691,P018,1,349,10,314.1
OI001138,O00692,P024,1,799,15,679.15
OI001139,O00692,P006,1,599,10,539.1
OI001140,O00693,P009,1,349,5,331.55
OI001141,O00694,P025,1,599,5,569.05
OI001142,O00695,P009,1,349,20,279.2
OI001143,O00696,P002,1,599,10,539.1
OI001144,O00697,P014,1,499,25,374.25
OI001145,O00697,P004,2,649,5,1233.1
OI001146,O00697,P012,1,449,20,359.2
OI001147,O00697,P013,2,399,10,718.2
OI001148,O00698,P001,1,549,0,549.0
OI001149,O00699,P003,1,699,10,629.1
OI001150,O00700,P010,1,399,0,399.0
OI001151,O00700,P028,1,249,15,211.65
OI001152,O00701,P024,1,799,25,599.25
OI001153,O00701,P022,1,499,5,474.05
OI001154,O00702,P008,1,799,5,759.05
OI001155,O00703,P014,2,499,5,948.1
OI001156,O00704,P015,2,449,0,898.0
OI001157,O00704,P014,2,499,0,998.0
OI001158,O00704,P013,2,399,5,758.1
OI001159,O00705,P018,1,349,5,331.55
OI001160,O00705,P016,2,299,5,568.1
OI001161,O00705,P020,2,349,10,628.2
OI001162,O00706,P025,2,599,10,1078.2
OI001163,O00706,P027,2,399,15,678.3
OI001164,O00707,P003,1,699,15,594.15
OI001165,O00708,P025,1,599,15,509.15
OI001166,O00708,P015,3,449,10,1212.3
OI001167,O00709,P016,3,299,15,762.45
OI001168,O00709,P028,1,249,5,236.55
OI001169,O00709,P009,1,349,5,331.55
OI001170,O00710,P013,1,399,10,359.1
OI001171,O00711,P009,1,349,0,349.0
OI001172,O00711,P026,1,449,15,381.65
OI001173,O00712,P011,1,349,5,331.55
OI001174,O00713,P010,1,399,20,319.2
OI001175,O00714,P010,1,399,5,379.05
OI001176,O00715,P004,1,649,10,584.1
OI001177,O00716,P018,1,349,5,331.55
OI001178,O00717,P011,1,349,10,314.1
OI001179,O00717,P005,1,699,20,559.2
OI001180,O00718,P018,2,349,5,663.1
OI001181,O00719,P003,2,699,20,1118.4
OI001182,O00719,P015,1,449,15,381.65
OI001183,O00720,P025,1,599,10,539.1
OI001184,O00721,P022,1,499,15,424.15
OI001185,O00721,P014,1,499,15,424.15
OI001186,O00722,P002,2,599,20,958.4
OI001187,O00722,P015,1,449,5,426.55
OI001188,O00723,P016,1,299,15,254.15
OI001189,O00723,P004,2,649,15,1103.3
OI001190,O00724,P018,1,349,5,331.55
OI001191,O00725,P011,1,349,0,349.0
OI001192,O00725,P008,1,799,10,719.1
OI001193,O00725,P006,1,599,0,599.0
OI001194,O00726,P012,1,449,5,426.55
OI001195,O00726,P003,1,699,0,699.0
OI001196,O00727,P016,1,299,0,299.0
OI001197,O00727,P005,1,699,10,629.1
OI001198,O00727,P025,1,599,5,569.05
OI001199,O00728,P018,3,349,5,994.65
OI001200,O00728,P004,1,649,0,649.0
OI001201,O00729,P014,2,499,20,798.4
OI001202,O00730,P004,2,649,20,1038.4
OI001203,O00731,P022,1,499,15,424.15
OI001204,O00731,P014,1,499,15,424.15
OI001205,O00732,P014,1,499,0,499.0
OI001206,O00733,P018,2,349,0,698.0
OI001207,O00734,P009,1,349,15,296.65
OI001208,O00734,P018,1,349,0,349.0
OI001209,O00734,P002,2,599,10,1078.2
OI001210,O00734,P025,1,599,20,479.2
OI001211,O00735,P016,2,299,25,448.5
OI001212,O00736,P002,2,599,0,1198.0
OI001213,O00736,P003,1,699,10,629.1
OI001214,O00737,P012,1,449,0,449.0
OI001215,O00737,P001,1,549,0,549.0
OI001216,O00738,P001,1,549,5,521.55
OI001217,O00738,P028,1,249,10,224.1
OI001218,O00739,P014,1,499,5,474.05
OI001219,O00739,P022,2,499,0,998.0
OI001220,O00740,P001,1,549,10,494.1
OI001221,O00741,P010,1,399,10,359.1
OI001222,O00742,P009,1,349,5,331.55
OI001223,O00743,P001,1,549,15,466.65
OI001224,O00744,P013,1,399,25,299.25
OI001225,O00744,P018,1,349,15,296.65
OI001226,O00745,P005,2,699,0,1398.0
OI001227,O00745,P014,1,499,5,474.05
OI001228,O00745,P010,2,399,0,798.0
OI001229,O00746,P003,2,699,5,1328.1
OI001230,O00746,P016,1,299,5,284.05
OI001231,O00747,P004,1,649,15,551.65
OI001232,O00748,P023,1,499,25,374.25
OI001233,O00749,P006,1,599,20,479.2
OI001234,O00750,P024,1,799,25,599.25
OI001235,O00751,P002,1,599,0,599.0
OI001236,O00752,P002,1,599,0,599.0
OI001237,O00752,P004,3,649,0,1947.0
OI001238,O00753,P002,1,599,5,569.05
OI001239,O00754,P011,1,349,25,261.75
OI001240,O00755,P006,1,599,0,599.0
OI001241,O00756,P008,1,799,10,719.1
OI001242,O00757,P001,1,549,0,549.0
OI001243,O00758,P023,2,499,15,848.3
OI001244,O00758,P011,1,349,10,314.1
OI001245,O00759,P024,1,799,0,799.0
OI001246,O00760,P001,1,549,5,521.55
OI001247,O00761,P012,1,449,20,359.2
OI001248,O00762,P007,1,699,5,664.05
OI001249,O00762,P028,1,249,10,224.1
OI001250,O00763,P023,1,499,5,474.05
OI001251,O00763,P021,1,399,5,379.05
OI001252,O00763,P016,1,299,15,254.15
OI001253,O00764,P010,1,399,25,299.25
OI001254,O00765,P023,1,499,15,424.15
OI001255,O00765,P026,1,449,10,404.1
OI001256,O00766,P010,1,399,5,379.05
OI001257,O00767,P020,3,349,0,1047.0
OI001258,O00767,P026,1,449,0,449.0
OI001259,O00768,P020,1,349,5,331.55
OI001260,O00769,P005,1,699,5,664.05
OI001261,O00769,P028,1,249,5,236.55
OI001262,O00770,P022,2,499,10,898.2
